,stimulus,trial_name,task_type,correct_answer,lang,set_name,char_count,token_count,token_avg_length,sentence_count,original_dataset,average_token_per_sentence,is_question
511,¿Se pudieron restaurar y procesar las cintas sin destruir la legitimidad histórica o algunos aspectos de las cintas perdieron legitimidad?,q_after_a_Apolloprogram_4_qa_1,IS,sin destruir la legitimidad histórica,ES,mturk_ES_v07,138,22,5.409090909090909,1,XQuAD,22.0,True
512,"Aunque la máquina de vapor de pistón ya no es de uso comercial generalizado, varias empresas están explorando o explotando el potencial de la máquina como alternativa a las máquinas de combustión interna. La empresa Energiprojekt AB en Suecia ha progresado en el uso de materiales modernos para aprovechar la potencia del vapor. La eficiencia de la máquina de vapor de Energiprojekt alcanza un 27-30 % en motores de alta presión. Es un motor de un solo paso y 5 cilindros (sin compuesto) con vapor sobrecalentado y consume aproximadamente 4 kg (8,8 libras) de vapor por kWh.[no se proporciona cita]",a_Steamengine_3,NR,,ES,mturk_ES_v08,598,109,4.577981651376147,4,XQuAD,27.25,False
513,¿Qué porcentaje de la eficiencia de un motor de alta presión ha conseguido el motor Energiprojekt AB?,a_Steamengine_3_qa_4,NR,27-30 %,ES,mturk_ES_v08,101,19,4.473684210526316,1,XQuAD,19.0,True
514,¿Cuándo está previsto que regrese el equipo expulsado temporalmente?,a_SouthernCalifornia_4_qa_4,NR,2018,ES,mturk_ES_v08,68,11,5.454545454545454,1,XQuAD,11.0,True
515,¿Qué está pasando con la edad media de los docentes de Gales?,a_Teacher_1_qa_1,NR,reduciéndose,ES,mturk_ES_v08,61,14,3.5714285714285716,1,XQuAD,14.0,True
516,¿Qué porcentaje de la población con derecho a voto de Escocia no votó realmente?,q_after_a_ScottishParliament_0_qa_4,IS,"32,9 %",ES,mturk_ES_v08,80,16,4.1875,1,XQuAD,16.0,True
517,"Junto con el calor residual de la energía nuclear, geotérmica y de los motores de combustión interna, ¿qué tipo de energía podría suministrar el calor para una máquina de vapor?",q_after_a_Steamengine_0_qa_2,IS,energía solar,ES,mturk_ES_v08,177,34,4.352941176470588,1,XQuAD,34.0,True
518,"Se sospecha, aunque no ha sido demostrado, que muchas clases de complejidad conocidas pueden ser desiguales. Por ejemplo: P ⊆ NP ⊆ PP ⊆ PSPACE, aunque es posible que P = PSPACE. En el caso de que P no sea igual a NP, entonces P tampoco será igual a PSPACE. Dada la existencia de tantas clases de complejidad conocidas entre P y PSPACE como RP, BPP, PP, BQP, MA, PH, etc. es posible que todas estas clases converjan en una sola. Conseguir probar que alguna de estas clases es desigual supondría un gran descubrimiento en la teoría de la complejidad.",a_Computationalcomplexitytheory_4,IS,,ES,mturk_ES_v08,548,116,3.8706896551724137,5,XQuAD,23.2,False
519,¿Cuál es el supuesto no demostrado generalmente atribuido al valor de las clases de complejidad?,q_after_a_Computationalcomplexitytheory_4_qa_0,IS,desiguales,ES,mturk_ES_v08,96,17,4.823529411764706,1,XQuAD,17.0,True
520,¿Qué proceso de soldadura se demostró en 1901?,q_after_a_Oxygen_1_qa_3,IS,soldadura oxiacetilénica,ES,mturk_ES_v08,46,10,3.9,1,XQuAD,10.0,True
521,"¿En dónde pueden ubicarse las clases de complejidad RP, BPP, PP, BQP, MA y PH?",a_Computationalcomplexitytheory_4_qa_2,NR,entre P y PSPACE,ES,mturk_ES_v09,78,21,3.0476190476190474,1,XQuAD,21.0,True
522,¿Cuántos cilindros tiene el motor Energiprojekt AB?,a_Steamengine_3_qa_2,NR,5,ES,mturk_ES_v09,51,9,5.0,1,XQuAD,9.0,True
523,¿Quién es el traductor inglés de ese himno?,a_MartinLuther_3_qa_3,NR,John C. Messenger,ES,mturk_ES_v09,43,10,3.6,1,XQuAD,10.0,True
524,¿Enfrente a las costas de qué continente se encuentran las islas Canarias?,q_after_a_Normans_4_qa_0,IS,África,ES,mturk_ES_v09,74,14,4.5,1,XQuAD,14.0,True
525,¿Qué mide la escala del IPC?,q_after_a_Kenya_0_qa_1,IS,corrupción del sector público,ES,mturk_ES_v09,28,8,2.875,1,XQuAD,8.0,True
526,¿Dónde nació Halford Mackinder?,q_after_a_Imperialism_0_qa_1,IS,Gran Bretaña,ES,mturk_ES_v09,31,6,4.666666666666667,1,XQuAD,6.0,True
527,"¿De qué se deriva la pérdida de biodiversidad, según los ambientalistas?",q_after_a_Amazonrainforest_3_qa_1,IS,destrucción del bosque,ES,mturk_ES_v09,72,14,4.428571428571429,1,XQuAD,14.0,True
528,¿Cuántos de los electores escoceses tendrían que votar a favor en el referéndum?,q_after_a_ScottishParliament_0_qa_1,IS,mayoría,ES,mturk_ES_v09,80,15,4.533333333333333,1,XQuAD,15.0,True
529,¿Qué se utiliza para calcular el área de sección transversal en el volumen de un objeto?,a_Force_4_qa_1,NR,términos de presión,ES,mturk_ES_v10,88,18,4.055555555555555,1,XQuAD,18.0,True
530,¿Qué tipo de escuelas son las más ergänzungsschulen?,a_Privateschool_0_qa_1,NR,vocacionales,ES,mturk_ES_v10,52,10,4.5,1,XQuAD,10.0,True
531,¿Qué porcentaje del producto interior bruto comprende la construcción?,a_Construction_0_qa_2,NR,seis al nueve por ciento,ES,mturk_ES_v10,70,11,5.636363636363637,1,XQuAD,11.0,True
532,¿Qué tipo de elemento calefactor se utiliza a menudo en las máquinas de vapor de juguete?,q_after_a_Steamengine_0_qa_3,IS,eléctrico,ES,mturk_ES_v10,89,18,4.111111111111111,1,XQuAD,18.0,True
533,¿Qué himno escribió Lutero después del martirio de Esch y Voes?,q_after_a_MartinLuther_3_qa_2,IS,Ein neues Lied wir heben an,ES,mturk_ES_v10,63,13,4.076923076923077,1,XQuAD,13.0,True
534,¿Cuándo fue tomada Montreal?,q_after_a_FrenchandIndianWar_0_qa_2,IS,1760,ES,mturk_ES_v10,28,6,4.166666666666667,1,XQuAD,6.0,True
535,"Debido a ciertas declaraciones, ¿qué se creía sobre las opiniones religiosas de Tesla?",q_after_a_NikolaTesla_4_qa_1,IS,confusas,ES,mturk_ES_v10,86,16,4.625,1,XQuAD,16.0,True
536,"Η Διεθνής Ένωση Προστασίας της Φύσης εργάζεται για την προστασία της φύσης και της ορθής χρήσης των φυσικών πόρων. Δραστηριοποιείται στους τομείς της συλλογής και ανάλυσης δεδομένων, της έρευνας, των κατά τόπους έργων, της νομικής προστασίας και της εκπαίδευσης. Αποστολή της είναι να «επηρεάσει, να ενθαρρύνει και να βοηθήσει τις κοινωνίες σε όλο τον κόσμο να προστατεύσουν τη φύση και να διασφαλίσουν ότι η χρήση των φυσικών πόρων είναι δίκαιη και οικολογικά βιώσιμη». Τις τελευταίες δεκαετίες, η οργάνωση έχει διευρύνει τους τομείς δράσης της ενσωματώνοντας στα προγράμματά της, πέρα από θέματα προστασίας της φύσης, θέματα αειφόρου ανάπτυξης. Σε αντίθεση με πολλές άλλες διεθνείς περιβαλλοντικές οργανώσεις, δεν αποσκοπεί στην κινητοποίηση του κοινού. Αντιθέτως, προσπαθεί να επηρεάσει τις δράσεις κυβερνήσεων, επιχειρήσεων και άλλων εμπλεκομένων με την παροχή πληροφοριών, συμβουλών και την ανάπτυξη συνεργασιών. Η οργάνωση  είναι γνωστή στο ευρύτερο κοινό για τη σύνταξη και δημοσίευση της «Κόκκινης Λίστας Απειλούμενων Ειδών», η οποία αποτελεί ευρετήριο για την κατάσταση απειλούμενων ειδών φυτών και ζώων σε όλο τον κόσμο. Σήμερα, στην οργάνωση απασχολούνται με καθεστώς πλήρους απασχόλησης περίπου χίλια άτομα σε περισσότερες από πενήντα χώρες.",meco_para_11,NR,,GR,mturk_GR_v01,1253,206,5.213592233009709,8,MECO,25.75,False
537,Η οργάνωση δημοσιεύει την κόκκινη λίστα απειλούμενων ειδών,meco_para_11_qa_3,NR,True,GR,mturk_GR_v01,58,8,6.375,1,MECO,8.0,True
538,"﻿O νέος θρησκευτικός πόλεμος του 1620 προκάλεσε την κατάργηση των πολιτικών και στρατιωτικών προνομίων των Ουγενότων μετά την ήττα τους. Διατήρησαν τις θρησκευτικές διατάξεις του διατάγματος της Νάντης μέχρι την εξουσία του Λουδοβίκου ΙΔ΄, ο οποίος σταδιακά ενίσχυσε τη δίωξή τους μέχρι να εκδώσει το Διάταγμα του Φονταινεμπλώ (1685 ), που κατήργησε κάθε νόμιμη αναγνώριση του Προτεσταντισμού στη Γαλλία και ανάγκασε τους Ουγενότους να αλλαξοπιστήσουν. Ενώ σχεδόν τα τρία τέταρτα τελικά σκοτώθηκαν ή υποτάχθηκαν, περίπου 500.000 Ουγενότοι είχαν εγκαταλείψει τη Γαλλία από τις αρχές του 18ου αιώνα [απαιτείται παραπομπή].",a_Huguenot_0,NR,,GR,mturk_GR_v01,620,96,5.541666666666667,3,XQuAD,32.0,False
539,Ποιος Γάλλος ευγενής εξέδωσε αυτή τη δήλωση;,a_Huguenot_0_qa_2,NR,Λουδοβίκου ΙΔ΄,GR,mturk_GR_v01,44,8,4.75,1,XQuAD,8.0,True
540,"Το Fresno εξυπηρετείται από το State Route 99, τον κύριο αυτοκινητόδρομο Βορρά / Νότου που συνδέει τα μεγάλα κέντρα πληθυσμού της Κεντρικής Κοιλάδας της Καλιφόρνια. Το State Route 168, το Sierra Freeway, κατευθύνεται ανατολικά προς την πόλη Clovis και τη λίμνη Huntington. Το State Route 41 (Yosemite Freeway/Eisenhower Freeway) φτάνει στο Φρέσνο από το Atascadero στον νότο, και στη συνέχεια κατευθύνεται βόρεια προς Yosemite. Το State Route 180,(Kings Canyon Freeway) έρχεται προς τα δυτικά μέσω Mendota και από τα ανατολικά στο εθνικό πάρκο Kings Canyon και πηγαίνει προς την πόλη Reedley.",a_FresnoCalifornia_3,NR,,GR,mturk_GR_v01,592,104,4.826923076923077,4,XQuAD,26.0,False
541,Ποιος δρόμος συνδέει το Φρέσνο με την Κεντρική Κοιλάδα της Καλιφόρνια;,a_FresnoCalifornia_3_qa_0,NR,State Route 99,GR,mturk_GR_v01,70,12,5.0,1,XQuAD,12.0,True
542,"Τα γραπτά του Λούθερ κυκλοφόρησαν ευρέως, φθάνοντας στη Γαλλία, την Αγγλία και την Ιταλία ήδη από το 1519. Οι μαθητές μαζεύτηκαν στο Wittenberg για να ακούσουν τον Λούθερ να μιλάει. Δημοσίευσε έναν σύντομο σχολιασμό για τους Γαλάτες και το έργο του με θέμα τους Ψαλμούς. Αυτό το πρώιμο μέρος της καριέρας του Λούθερ ήταν ένα από τα πιο δημιουργικά και παραγωγικά του. Τρία από τα πιο γνωστά έργα του δημοσιεύθηκαν το 1520: Για τη χριστιανική αριστοκρατία του γερμανικού έθνους, για την αιχμαλωσία της εκκλησίας της Βαβυλώνας, και για την ελευθερία ενός χριστιανού.",a_MartinLuther_0,NR,,GR,mturk_GR_v01,564,102,4.637254901960785,5,XQuAD,20.4,False
543,Πότε δημοσιεύθηκαν κάποια από τα πιο γνωστά έργα του Λούθερ;,a_MartinLuther_0_qa_3,NR,1520,GR,mturk_GR_v01,60,11,4.636363636363637,1,XQuAD,11.0,True
544,"Οι περιβαλλοντολόγοι ανησυχούν για την απώλεια της βιοποικιλότητας που θα προκύψει ως αποτέλεσμα της καταστροφής του δάσους, καθώς και για την απελευθέρωση άνθρακα που εμπεριέχεται στη βλάστηση, η οποία θα μπορούσε να επιταχύνει την παγκόσμια υπερθέρμανση. Τα αειθαλή δάση του Αμαζονίου αντιπροσωπεύουν περίπου το 10% της παγκόσμιας πρωτογενούς παραγωγικότητας και 10% των αποθεμάτων άνθρακα σε οικοσυστήματα - της τάξης 1,1 × 1011 μετρικοί τόνοι άνθρακα. Στα δάση του Αμαζονίου εκτιμάται ότι συσσωρεύτηκαν 0,62 ± 0,37 τόνοι άνθρακα ανά εκτάριο κάθε χρόνο, μεταξύ του 1975 και του 1996.",a_Amazonrainforest_3,NR,,GR,mturk_GR_v01,586,93,5.376344086021505,3,XQuAD,31.0,False
545,Πόσοι μετρικοί τόνοι άνθρακα πιστεύεται ότι είναι αποθηκευμένοι στο δάσος του Αμαζονίου;,a_Amazonrainforest_3_qa_4,NR,"1,1 × 1011",GR,mturk_GR_v01,88,13,5.923076923076923,1,XQuAD,13.0,True
546,"Αυτοί οι χλωροπλάστες, οι οποίοι μπορούν να ανιχνευθούν κατευθείαν σε έναν κυανοβακτηριακό πρόγονο, είναι γνωστοί ως πρωτογενείς πλαστίδες («πλαστίδιο» σε αυτό το πλαίσιο σημαίνει σχεδόν το ίδιο πράγμα με τον χλωροπλάστη). Όλοι οι πρωτογενείς χλωροπλάστες ανήκουν σε μία από τις τρεις γενεαλογικές σειρές χλωροπλάστη, τη γενεαλογική σειρά των χλωροπλάστων γλαυκωφωτών, τη ροδοφυτική ή τη γενεαλογική σειρά χλωροπλάστου κόκκινου φυλλώματος ή τη χλωροπλαστιδάνη ή τη γενεαλογική σειρά πράσινου χλωροπλάστη. Τα δεύτερα είναι τα μεγαλύτερα, και η γενεαλογική σειρά πράσινου χλωροπλάστη είναι εκείνη που περιέχει τα φυτά γης.",a_Chloroplast_1,IS,,GR,mturk_GR_v01,620,98,5.459183673469388,3,XQuAD,32.666666666666664,False
547,Τι σημαίνει χλωροπλαστιδά;,q_after_a_Chloroplast_1_qa_3,IS,γενεαλογική σειρά πράσινου χλωροπλάστη,GR,mturk_GR_v01,26,4,6.0,1,XQuAD,4.0,True
548,"Η Victoria έχει ένα γραπτό σύνταγμα που θεσπίστηκε το 1975, αλλά με βάση το αποικιακό σύνταγμα του 1855, που εγκρίθηκε από το βρετανικό κοινοβούλιο ως Νομοθεσία της Victoria 1855, που θεσπίζει το Κοινοβούλιο ως νομοθέτη του κράτους για θέματα που εμπίπτουν στην αρμοδιότητα του κράτους. Το Βικτοριανό Σύνταγμα μπορεί να τροποποιηθεί από τη Βουλή της Victoria, με εξαίρεση ορισμένες «καθιερωμένες» διατάξεις οι οποίες απαιτούν απόλυτη πλειοψηφία και στα δύο κοινοβούλια, με πλειοψηφία τριών πέμπτων και στα δύο κοινοβούλια, ή την έγκριση του βικτωριανού λαού με δημοψήφισμα, ανάλογα με τη διάταξη.",a_VictoriaAustralia_1,IS,,GR,mturk_GR_v01,596,101,5.01980198019802,2,XQuAD,50.5,False
549,Πότε έλαβε η Victoria το σύνταγμά της;,q_after_a_VictoriaAustralia_1_qa_0,IS,1975,GR,mturk_GR_v01,38,8,4.0,1,XQuAD,8.0,True
550,"Οι ύμνοι του Λούθερ είχαν πολλές φορές εμπνευστεί από συγκεκριμένα γεγονότα στη ζωή του και την Μεταρρύθμιση που εξελίσσονταν. Αυτή η συμπεριφορά ξεκίνησε με την εκμάθηση της εκτέλεσης του Johann Esch και του Heinrich Voes, των πρώτων ατόμων που έγιναν μάρτυρες από τη Ρωμαιοκαθολική Εκκλησία για τις Λουθηρανικές απόψεις, παρακινώντας τον Λούθερ να γράψει τον ύμνο «Ein neues Lied wir heben a», ο οποίος είναι γενικά γνωστός στα αγγλικά με την μετάφραση του John C. Messenger με τον τίτλο και την πρώτη γραμμή «Πέταξα στους αδιάφορους ανέμους» και τραγουδούσε το τραγούδι Ibstone που συνέθεσε το 1875 η Maria C. Tiddeman.",a_MartinLuther_3,IS,,GR,mturk_GR_v01,622,109,4.798165137614679,2,XQuAD,54.5,False
551,Γιατί ο Johann Esch και ο Heinrich Voes εκτελέστηκαν από την Καθολική Εκκλησία;,q_after_a_MartinLuther_3_qa_1,IS,για τις Λουθηρανικές απόψεις,GR,mturk_GR_v01,79,14,4.785714285714286,1,XQuAD,14.0,True
552,"Κατασκευή είναι η διαδικασία κατασκευής ενός κτιρίου ή υποδομής. Η κατασκευή διαφέρει από την παραγωγή στο ότι η παραγωγή συνήθως περιλαμβάνει τη μαζική παραγωγή παρόμοιων αντικειμένων χωρίς προκαθορισμένο αγοραστή, ενώ η κατασκευή συνήθως πραγματοποιείται επιτόπου για έναν γνωστό πελάτη. Η κατασκευή ως βιομηχανία αποτελεί το έξι έως εννέα τοις εκατό του ακαθάριστου εγχώριου προϊόντος των ανεπτυγμένων χωρών. Η κατασκευή αρχίζει με προγραμματισμό, σχεδιασμό και χρηματοδότηση και συνεχίζεται μέχρι να κατασκευαστεί το έργο και να είναι έτοιμο προς χρήση.",a_Construction_0,IS,,GR,mturk_GR_v01,557,84,5.714285714285714,4,XQuAD,21.0,False
553,Τι ποσοστό του ακαθάριστου εγχώριου προϊόντος αντιπροσωπεύει η κατασκευή;,q_after_a_Construction_0_qa_2,IS,έξι έως εννέα τοις εκατό,GR,mturk_GR_v01,73,10,6.5,1,XQuAD,10.0,True
554,"Σε κοντινή απόσταση, στο Ogród Saski (το Πάρκο της Σαξονίας), το Θερινό Θέατρο ήταν σε λειτουργία από το 1870 έως το 1939 και στη μεσοπολεμική περίοδο το θεατρικό συγκρότημα περιελάμβανε επίσης το πρώτο λογοτεχνικό καμπαρέ της Βαρσοβίας, το Momus, και το μουσικό θέατρο του Λεόν Σίλλερ, Melodram. Το θέατρο Wojciech Bogusławski (1922-26), ήταν το καλύτερο παράδειγμα «μνημειώδους θεάτρου της Πολωνίας». Από τα μέσα της δεκαετίας του 1930, το κτίριο του Great Theatre στεγάζει το Ίνστιτούτο Δραματικών Τεχνών Upati —την πρώτη Κρατική Ακαδημία Δραματικής Τέχνης, με τμήμα ηθοποιίας και τμήμα σκηνοθεσίας.",a_Warsaw_0,IS,,GR,mturk_GR_v01,602,107,4.794392523364486,3,XQuAD,35.666666666666664,False
555,Ποιο ήταν το πρώτο λογοτεχνικό καμπαρέ της Βαρσοβίας;,q_after_a_Warsaw_0_qa_3,IS,Momus,GR,mturk_GR_v01,53,9,5.111111111111111,1,XQuAD,9.0,True
556,"Регистрационный номер транспортного средства — это металлическая или пластиковая табличка, которая помещается на транспортное средство в целях идентификации. Все страны требуют регистрационных знаков для таких наземных транспортных средств, как легковые и грузовые автомобили, а также мотоциклы. Обязательны ли они для других видов транспорта, например, для велосипедов, лодок и тракторов, зависит от местных законов. Регистрационный номер — это комбинация букв и цифр, которая позволяет однозначно идентифицировать владельца транспортного средства в реестре номеров соответствующей административной единицы. В некоторых странах номера регистрируются в едином реестре, в других реестры ведутся в отдельных штатах или областях. Франция была первой страной, в которой ввели регистрационные номера, — там это случилось в конце девятнадцатого века. Номерные знаки в начале двадцатого века настолько отличались размером и формой в разных административных единицах, что тому, кто переезжал, приходилось сверлить в автомобиле новые отверстия, чтобы прикрепить новый знак. Стандартизация знаков была введена в конце пятидесятых годов, когда производители автомобилей пришли к соглашению с правительствами и международными организациями.",meco_para_12,NR,,RU,mturk_RU_v01,1228,180,5.961111111111111,8,MECO,22.5,False
557,Региональные власти в некоторых странах имеют право вводить собственные номерные знаки.,meco_para_12_qa_3,NR,False,RU,mturk_RU_v01,87,12,6.416666666666667,1,MECO,12.0,True
558,"Хотя сегодня поршневой паровой двигатель практически не используется в промышленных масштабах, некоторые компании изучают или задействуют его потенциал в качестве альтернативы двигателям внутреннего сгорания. Компания Energiprojekt AB из Швеции добилась успехов, применяя современные материалы для производства энергии из пара. КПД паровых двигателей Energiprojekt на машинах высокого давления достигает 27-30 %. Это одноступенчатый 5-цилиндровый двигатель (без компаунда), работающий на перегретом паре и потребляющий около 4 кг (8,8 фунтов) пара на кВт. ч. [нет в источнике]",a_Steamengine_3,NR,,RU,mturk_RU_v01,576,90,5.588888888888889,6,XQuAD,15.0,False
559,Какая современная компания занимается разработкой парового двигателя с применением современных материалов?,a_Steamengine_3_qa_0,NR,Energiprojekt AB,RU,mturk_RU_v01,106,12,8.0,1,XQuAD,12.0,True
560,"Гарвардская школа бизнеса и многие спортивные сооружения университета, в том числе Гарвардский стадион, расположены на кампусе площадью 358 акров (145 га) напротив кампуса Кембриджа в Оллстоне. Мост ""Джон В. Викс"" является пешеходным мостом через реку Чарльз, соединяющим оба кампуса. Гарвардская медицинская школа, Гарвардская школа стоматологии и Гарвардская школа общественного здравоохранения расположены на кампусе площадью 21 акр (8,5 га) в Медицинской и академической части Лонгвуда примерно в 3,3 милях (5,3 км) к  юго-западу от центра Бостона и в 3,3 милях (5,3 км) к югу от кампуса Кембриджа.",a_HarvardUniversity_1,NR,,RU,mturk_RU_v01,602,106,4.877358490566038,3,XQuAD,35.333333333333336,False
561,Где находится Гарвардский стадион?,a_HarvardUniversity_1_qa_0,NR,Оллстоне,RU,mturk_RU_v01,34,5,6.2,1,XQuAD,5.0,True
562,"где  — площадь поперечного сечения, соответствующая объему, для которого рассчитывается тензор напряжений. Приведенные формулы включают в себя компоненты давления, вызванного силами, действующими перпендикулярно к площади поперечного сечения (диагональные элементы матрицы тензора), а также компоненты сдвига, вызванного силами, действующими параллельно площади поперечного сечения (недиагональные элементы). Тензор напряжений учитывает силы, вызывающие все напряжения (деформации), в том числе напряжения растяжения и сжатия.:133-134:38-1‑38-11",a_Force_4,NR,,RU,mturk_RU_v01,545,83,5.867469879518072,3,XQuAD,27.666666666666668,False
563,Что вызывает напряжение в конструкциях?,a_Force_4_qa_0,NR,Тензор напряжений,RU,mturk_RU_v01,39,6,5.833333333333333,1,XQuAD,6.0,True
564,"В тибетском буддизме тибетские преподаватели Дхармы обычно называются ламами. Лама, прошедший практики пховы и сиддхи и сознательно обрекающий себя на перерождение, зачастую много раз, чтобы продолжить обет Бодхисаттвы, называется Тулку.",a_Teacher_4,NR,,RU,mturk_RU_v01,237,36,5.777777777777778,2,XQuAD,18.0,False
565,Что предначертано ламе?,a_Teacher_4_qa_1,NR,перерождение,RU,mturk_RU_v01,23,4,5.25,1,XQuAD,4.0,True
566,"﻿Религиозные войны, возобновившиеся в 1620 годах, завершились поражением гугенотов, которые лишились политических и военных привилегий. Религиозные положения Нантского эдикта оставались в силе до начала правления Людовика XIV. Он продолжил преследование гугенотов, а впоследствии издал Эдикт Фонтенбло (1685 год), который фактически объявлял протестантизм незаконным на территории Франции и вынуждал гугенотов перейти в католичество. Хотя почти три четверти протестантов были убиты или подчинились, около 500,000 гугенотов бежали из страны к началу XVIII века [нет источника].",a_Huguenot_0,IS,,RU,mturk_RU_v01,576,87,5.793103448275862,4,XQuAD,21.75,False
567,Какой указ поставил протестантизм во Франции вне закона?,q_after_a_Huguenot_0_qa_0,IS,Эдикт Фонтенбло,RU,mturk_RU_v01,56,9,5.444444444444445,1,XQuAD,9.0,True
568,"Еще до возвращения Вашингтона Динвидди отправил отряд из 40 человек во главе с Уильямом Трентом в указанное место, где в начале 1754 года они приступили к строительству укреплений. В то же время губернатор Дюкен послал дополнительные силы под началом Клода-Пьера Пикади де Конрекура для освобождения Сен-Пьера, и 5 апреля 1754 года Конрекур привел отряд из 500 человек к югу от форта Венанго. Прибыв с войсками в форт 16 апреля, Конрекур великодушно позволил Тренту и его людям отступить. Французы выкупили у англичан инструменты и закончили строительство форта Дюкен.",a_FrenchandIndianWar_2,IS,,RU,mturk_RU_v01,568,98,4.918367346938775,4,XQuAD,24.5,False
569,Как в итоге назвали строящийся форт?,q_after_a_FrenchandIndianWar_2_qa_2,IS,форта Дюкен,RU,mturk_RU_v01,36,7,4.428571428571429,1,XQuAD,7.0,True
570,"Тепло, необходимое для закипания воды и подачи пара, может быть получено из различных источников. Как правило, для этой цели сжигают горючие вещества при наличии достаточного количества воздуха в замкнутом пространстве (известном каккамера сгорания или огневая коробка). В некоторых случаях в качестве источника тепла используется ядерный реактор, геотермальная энергия, солнечная энергия или отходящее тепло от двигателей внутреннего сгорания или промышленных процессов. В модели или игрушечной паровой машине источником тепла может выступать электрический нагревательный элемент.",a_Steamengine_0,IS,,RU,mturk_RU_v01,581,84,6.059523809523809,4,XQuAD,21.0,False
571,"Какая энергия помимо ядерной, геотермальной энергии и энергии отходящего тепла от двигателей внутреннего сгорания применяется для подачи тепла в паровой машине?",q_after_a_Steamengine_0_qa_2,IS,солнечная,RU,mturk_RU_v01,160,23,6.086956521739131,1,XQuAD,23.0,True
572,"При написании гимнов Лютер часто вдохновлялся особенными событиями в своей жизни и в развивающейся Реформации. Все началось с того момента, когда он узнал о казни Иоганна Эша и Генриха Воса, первых мучеников, пострадавших от Римской католической церкви за свою приверженность лютеранству, что послужило для Лютера толчком к написанию гимна ""Ein neues Lied wir heben an"" («Новую песнь мы возносим»), которая известна среди английских верующих в переводе Джона К. Мессенджера и называется по своей первой строчке «Развеянные беспечными ветрами...», на мотив песни «Ибстон», сочиненной в 1875 Марией К. Тиддеман.",a_MartinLuther_3,IS,,RU,mturk_RU_v01,609,108,4.833333333333333,2,XQuAD,54.0,False
573,Как называется этот гимн в переводе с английского языка?,q_after_a_MartinLuther_3_qa_4,IS,«Развеянные беспечными ветрами...»,RU,mturk_RU_v01,56,10,4.8,1,XQuAD,10.0,True
574,"Эти хлоропласты, которые можно проследить непосредственно до предка цианобактерии, известны как первичные пластиды (в данном контексте ""пластида"" означает почти то же самое, что и хлоропласт). Все первичные хлоропласты принадлежат к одной из трех линий хлоропластов - линии хлоропластов глаукофитов, родофитов или линии хлоропластов красных водорослей, или хлоропластидана, или линии зеленых хлоропластов. Вторые два являются самыми большими, а зеленая линия хлоропластов - та, которая содержит наземные растения.",a_Chloroplast_1,IS,,RU,mturk_RU_v01,513,81,5.530864197530864,3,XQuAD,27.0,False
575,Сколько существует линий хлоропластов?,q_after_a_Chloroplast_1_qa_1,IS,трех,RU,mturk_RU_v01,38,5,7.0,1,XQuAD,5.0,True
576,"Dünya Doğa ve Doğal Kaynakları Koruma Birliği doğanın korunması ve doğal kaynakların sürdürülebilir kullanımı alanında çalışan uluslararası bir kuruluştur. Veri toplama ve analiz, araştırma, saha projeleri, savunma ve eğitim alanlarında faaliyet göstermektedir. Misyonu dünyadaki toplumları doğayı korumak için etkilemek, teşvik etmek ve yardımcı olmak ve doğal kaynak kullanımının adil ve ekolojik olarak sürdürülebilir olmasını sağlamak tır. Geçtiğimiz on yıllar boyunca, organizasyon koruma ekolojisinin ötesinde odağını genişletti ve şimdi projelerinde sürdürülebilir kalkınma ile ilgili konuları içeriyor. Pek çok uluslararası çevre kuruluşlarının aksine, bu organizasyon halkı doğanın korunmasına destek olarak seferber etmeyi amaçlamamaktadır. Bunun yerine, organizasyon bilgi, tavsiye sağlayarak ve ortaklıklar kurarak hükümetlerin, iş dünyasının ve diğer paydaşların faaliyetlerini etkilemeye çalışır. Organizasyon geniş kitlelerce dünyadaki türlerin korunma durumunu  değerlendiren “Tehdit Edilen Türlerin Kırmızı Listesi”ni  derlediği ve yayınladığı için bilinir. Bugün, organizasyon elliden fazla ülkede yaklaşık bin tam zamanlı personel istihdam etmektedir.",meco_para_11,NR,,TR,mturk_TR_v01,1170,151,6.80794701986755,8,MECO,18.875,False
577,Bu kuruluş Tehdit Edilen Türlerin Kırmızı Listesi yayınlar mı?,meco_para_11_qa_3,NR,True,TR,mturk_TR_v01,62,10,5.4,1,MECO,10.0,True
578,"Gerilme tensörünün hesaplandığı hacim için ilgili kesit alanı nerededir. Bu biçimcilik, enine kesit alanına normal olarak etki eden kuvvetlerle (basınç tensörünün matris köşegenleri) ilgili basınç terimlerini ve enine kesit alanına paralel hareket eden kuvvetlerle (kayma dışı elemanlar) ilişkili terimleri içerir. Gerilme tensörü, çekme gerilmeleri ve kompresyonları da dahil olmak üzere tüm suşlara (deformasyonlara) neden olan kuvvetlerden sorumludur .:133–134:38-1–38-11",a_Force_4,NR,,TR,mturk_TR_v01,474,66,6.287878787878788,3,XQuAD,22.0,False
579,Bir nesnenin hacmindeki kesit alanını hesaplamak için ne kullanılır?,a_Force_4_qa_1,NR,basınç terimlerini,TR,mturk_TR_v01,68,10,6.0,1,XQuAD,10.0,True
