,stimulus,trial_name,task_type,correct_answer,lang,set_name
706,"Τα γραπτά του Λούθερ κυκλοφόρησαν ευρέως, φθάνοντας στη Γαλλία, την Αγγλία και την Ιταλία ήδη από το 1519. Οι μαθητές μαζεύτηκαν στο Wittenberg για να ακούσουν τον Λούθερ να μιλάει. Δημοσίευσε έναν σύντομο σχολιασμό για τους Γαλάτες και το έργο του με θέμα τους Ψαλμούς. Αυτό το πρώιμο μέρος της καριέρας του Λούθερ ήταν ένα από τα πιο δημιουργικά και παραγωγικά του. Τρία από τα πιο γνωστά έργα του δημοσιεύθηκαν το 1520: Για τη χριστιανική αριστοκρατία του γερμανικού έθνους, για την αιχμαλωσία της εκκλησίας της Βαβυλώνας, και για την ελευθερία ενός χριστιανού.",a_MartinLuther_0,NR,,GR,mturk_GR_v01
707,Πότε δημοσιεύθηκαν κάποια από τα πιο γνωστά έργα του Λούθερ;,a_MartinLuther_0_qa_3,NR,1520,GR,mturk_GR_v01
708,"Οι περιβαλλοντολόγοι ανησυχούν για την απώλεια της βιοποικιλότητας που θα προκύψει ως αποτέλεσμα της καταστροφής του δάσους, καθώς και για την απελευθέρωση άνθρακα που εμπεριέχεται στη βλάστηση, η οποία θα μπορούσε να επιταχύνει την παγκόσμια υπερθέρμανση. Τα αειθαλή δάση του Αμαζονίου αντιπροσωπεύουν περίπου το 10% της παγκόσμιας πρωτογενούς παραγωγικότητας και 10% των αποθεμάτων άνθρακα σε οικοσυστήματα - της τάξης 1,1 × 1011 μετρικοί τόνοι άνθρακα. Στα δάση του Αμαζονίου εκτιμάται ότι συσσωρεύτηκαν 0,62 ± 0,37 τόνοι άνθρακα ανά εκτάριο κάθε χρόνο, μεταξύ του 1975 και του 1996.",a_Amazonrainforest_3,NR,,GR,mturk_GR_v01
709,Πόσοι μετρικοί τόνοι άνθρακα πιστεύεται ότι είναι αποθηκευμένοι στο δάσος του Αμαζονίου;,a_Amazonrainforest_3_qa_4,NR,"1,1 × 1011",GR,mturk_GR_v01
710,"Αυτοί οι χλωροπλάστες, οι οποίοι μπορούν να ανιχνευθούν κατευθείαν σε έναν κυανοβακτηριακό πρόγονο, είναι γνωστοί ως πρωτογενείς πλαστίδες («πλαστίδιο» σε αυτό το πλαίσιο σημαίνει σχεδόν το ίδιο πράγμα με τον χλωροπλάστη). Όλοι οι πρωτογενείς χλωροπλάστες ανήκουν σε μία από τις τρεις γενεαλογικές σειρές χλωροπλάστη, τη γενεαλογική σειρά των χλωροπλάστων γλαυκωφωτών, τη ροδοφυτική ή τη γενεαλογική σειρά χλωροπλάστου κόκκινου φυλλώματος ή τη χλωροπλαστιδάνη ή τη γενεαλογική σειρά πράσινου χλωροπλάστη. Τα δεύτερα είναι τα μεγαλύτερα, και η γενεαλογική σειρά πράσινου χλωροπλάστη είναι εκείνη που περιέχει τα φυτά γης.",a_Chloroplast_1,IS,,GR,mturk_GR_v01
711,Τι σημαίνει χλωροπλαστιδά;,q_after_a_Chloroplast_1_qa_3,IS,γενεαλογική σειρά πράσινου χλωροπλάστη,GR,mturk_GR_v01
712,"Η Victoria έχει ένα γραπτό σύνταγμα που θεσπίστηκε το 1975, αλλά με βάση το αποικιακό σύνταγμα του 1855, που εγκρίθηκε από το βρετανικό κοινοβούλιο ως Νομοθεσία της Victoria 1855, που θεσπίζει το Κοινοβούλιο ως νομοθέτη του κράτους για θέματα που εμπίπτουν στην αρμοδιότητα του κράτους. Το Βικτοριανό Σύνταγμα μπορεί να τροποποιηθεί από τη Βουλή της Victoria, με εξαίρεση ορισμένες «καθιερωμένες» διατάξεις οι οποίες απαιτούν απόλυτη πλειοψηφία και στα δύο κοινοβούλια, με πλειοψηφία τριών πέμπτων και στα δύο κοινοβούλια, ή την έγκριση του βικτωριανού λαού με δημοψήφισμα, ανάλογα με τη διάταξη.",a_VictoriaAustralia_1,IS,,GR,mturk_GR_v01
713,Πότε έλαβε η Victoria το σύνταγμά της;,q_after_a_VictoriaAustralia_1_qa_0,IS,1975,GR,mturk_GR_v01
714,"Οι ύμνοι του Λούθερ είχαν πολλές φορές εμπνευστεί από συγκεκριμένα γεγονότα στη ζωή του και την Μεταρρύθμιση που εξελίσσονταν. Αυτή η συμπεριφορά ξεκίνησε με την εκμάθηση της εκτέλεσης του Johann Esch και του Heinrich Voes, των πρώτων ατόμων που έγιναν μάρτυρες από τη Ρωμαιοκαθολική Εκκλησία για τις Λουθηρανικές απόψεις, παρακινώντας τον Λούθερ να γράψει τον ύμνο «Ein neues Lied wir heben a», ο οποίος είναι γενικά γνωστός στα αγγλικά με την μετάφραση του John C. Messenger με τον τίτλο και την πρώτη γραμμή «Πέταξα στους αδιάφορους ανέμους» και τραγουδούσε το τραγούδι Ibstone που συνέθεσε το 1875 η Maria C. Tiddeman.",a_MartinLuther_3,IS,,GR,mturk_GR_v01
715,Γιατί ο Johann Esch και ο Heinrich Voes εκτελέστηκαν από την Καθολική Εκκλησία;,q_after_a_MartinLuther_3_qa_1,IS,για τις Λουθηρανικές απόψεις,GR,mturk_GR_v01
716,"Κατασκευή είναι η διαδικασία κατασκευής ενός κτιρίου ή υποδομής. Η κατασκευή διαφέρει από την παραγωγή στο ότι η παραγωγή συνήθως περιλαμβάνει τη μαζική παραγωγή παρόμοιων αντικειμένων χωρίς προκαθορισμένο αγοραστή, ενώ η κατασκευή συνήθως πραγματοποιείται επιτόπου για έναν γνωστό πελάτη. Η κατασκευή ως βιομηχανία αποτελεί το έξι έως εννέα τοις εκατό του ακαθάριστου εγχώριου προϊόντος των ανεπτυγμένων χωρών. Η κατασκευή αρχίζει με προγραμματισμό, σχεδιασμό και χρηματοδότηση και συνεχίζεται μέχρι να κατασκευαστεί το έργο και να είναι έτοιμο προς χρήση.",a_Construction_0,IS,,GR,mturk_GR_v01
717,Τι ποσοστό του ακαθάριστου εγχώριου προϊόντος αντιπροσωπεύει η κατασκευή;,q_after_a_Construction_0_qa_2,IS,έξι έως εννέα τοις εκατό,GR,mturk_GR_v01
718,"Σε κοντινή απόσταση, στο Ogród Saski (το Πάρκο της Σαξονίας), το Θερινό Θέατρο ήταν σε λειτουργία από το 1870 έως το 1939 και στη μεσοπολεμική περίοδο το θεατρικό συγκρότημα περιελάμβανε επίσης το πρώτο λογοτεχνικό καμπαρέ της Βαρσοβίας, το Momus, και το μουσικό θέατρο του Λεόν Σίλλερ, Melodram. Το θέατρο Wojciech Bogusławski (1922-26), ήταν το καλύτερο παράδειγμα «μνημειώδους θεάτρου της Πολωνίας». Από τα μέσα της δεκαετίας του 1930, το κτίριο του Great Theatre στεγάζει το Ίνστιτούτο Δραματικών Τεχνών Upati —την πρώτη Κρατική Ακαδημία Δραματικής Τέχνης, με τμήμα ηθοποιίας και τμήμα σκηνοθεσίας.",a_Warsaw_0,IS,,GR,mturk_GR_v01
719,Ποιο ήταν το πρώτο λογοτεχνικό καμπαρέ της Βαρσοβίας;,q_after_a_Warsaw_0_qa_3,IS,Momus,GR,mturk_GR_v01
720,"Регистрационный номер транспортного средства — это металлическая или пластиковая табличка, которая помещается на транспортное средство в целях идентификации. Все страны требуют регистрационных знаков для таких наземных транспортных средств, как легковые и грузовые автомобили, а также мотоциклы. Обязательны ли они для других видов транспорта, например, для велосипедов, лодок и тракторов, зависит от местных законов. Регистрационный номер — это комбинация букв и цифр, которая позволяет однозначно идентифицировать владельца транспортного средства в реестре номеров соответствующей административной единицы. В некоторых странах номера регистрируются в едином реестре, в других реестры ведутся в отдельных штатах или областях. Франция была первой страной, в которой ввели регистрационные номера, — там это случилось в конце девятнадцатого века. Номерные знаки в начале двадцатого века настолько отличались размером и формой в разных административных единицах, что тому, кто переезжал, приходилось сверлить в автомобиле новые отверстия, чтобы прикрепить новый знак. Стандартизация знаков была введена в конце пятидесятых годов, когда производители автомобилей пришли к соглашению с правительствами и международными организациями.",meco_para_12,NR,,RU,mturk_RU_v01
721,Региональные власти в некоторых странах имеют право вводить собственные номерные знаки.,meco_para_12_qa_3,NR,False,RU,mturk_RU_v01
722,"Хотя сегодня поршневой паровой двигатель практически не используется в промышленных масштабах, некоторые компании изучают или задействуют его потенциал в качестве альтернативы двигателям внутреннего сгорания. Компания Energiprojekt AB из Швеции добилась успехов, применяя современные материалы для производства энергии из пара. КПД паровых двигателей Energiprojekt на машинах высокого давления достигает 27-30 %. Это одноступенчатый 5-цилиндровый двигатель (без компаунда), работающий на перегретом паре и потребляющий около 4 кг (8,8 фунтов) пара на кВт. ч. [нет в источнике]",a_Steamengine_3,NR,,RU,mturk_RU_v01
723,Какая современная компания занимается разработкой парового двигателя с применением современных материалов?,a_Steamengine_3_qa_0,NR,Energiprojekt AB,RU,mturk_RU_v01
724,"Гарвардская школа бизнеса и многие спортивные сооружения университета, в том числе Гарвардский стадион, расположены на кампусе площадью 358 акров (145 га) напротив кампуса Кембриджа в Оллстоне. Мост ""Джон В. Викс"" является пешеходным мостом через реку Чарльз, соединяющим оба кампуса. Гарвардская медицинская школа, Гарвардская школа стоматологии и Гарвардская школа общественного здравоохранения расположены на кампусе площадью 21 акр (8,5 га) в Медицинской и академической части Лонгвуда примерно в 3,3 милях (5,3 км) к  юго-западу от центра Бостона и в 3,3 милях (5,3 км) к югу от кампуса Кембриджа.",a_HarvardUniversity_1,NR,,RU,mturk_RU_v01
725,Где находится Гарвардский стадион?,a_HarvardUniversity_1_qa_0,NR,Оллстоне,RU,mturk_RU_v01
726,"где  — площадь поперечного сечения, соответствующая объему, для которого рассчитывается тензор напряжений. Приведенные формулы включают в себя компоненты давления, вызванного силами, действующими перпендикулярно к площади поперечного сечения (диагональные элементы матрицы тензора), а также компоненты сдвига, вызванного силами, действующими параллельно площади поперечного сечения (недиагональные элементы). Тензор напряжений учитывает силы, вызывающие все напряжения (деформации), в том числе напряжения растяжения и сжатия.:133-134:38-1‑38-11",a_Force_4,NR,,RU,mturk_RU_v01
727,Что вызывает напряжение в конструкциях?,a_Force_4_qa_0,NR,Тензор напряжений,RU,mturk_RU_v01
728,"В тибетском буддизме тибетские преподаватели Дхармы обычно называются ламами. Лама, прошедший практики пховы и сиддхи и сознательно обрекающий себя на перерождение, зачастую много раз, чтобы продолжить обет Бодхисаттвы, называется Тулку.",a_Teacher_4,NR,,RU,mturk_RU_v01
729,Что предначертано ламе?,a_Teacher_4_qa_1,NR,перерождение,RU,mturk_RU_v01
730,"﻿Религиозные войны, возобновившиеся в 1620 годах, завершились поражением гугенотов, которые лишились политических и военных привилегий. Религиозные положения Нантского эдикта оставались в силе до начала правления Людовика XIV. Он продолжил преследование гугенотов, а впоследствии издал Эдикт Фонтенбло (1685 год), который фактически объявлял протестантизм незаконным на территории Франции и вынуждал гугенотов перейти в католичество. Хотя почти три четверти протестантов были убиты или подчинились, около 500,000 гугенотов бежали из страны к началу XVIII века [нет источника].",a_Huguenot_0,IS,,RU,mturk_RU_v01
731,Какой указ поставил протестантизм во Франции вне закона?,q_after_a_Huguenot_0_qa_0,IS,Эдикт Фонтенбло,RU,mturk_RU_v01
732,"Еще до возвращения Вашингтона Динвидди отправил отряд из 40 человек во главе с Уильямом Трентом в указанное место, где в начале 1754 года они приступили к строительству укреплений. В то же время губернатор Дюкен послал дополнительные силы под началом Клода-Пьера Пикади де Конрекура для освобождения Сен-Пьера, и 5 апреля 1754 года Конрекур привел отряд из 500 человек к югу от форта Венанго. Прибыв с войсками в форт 16 апреля, Конрекур великодушно позволил Тренту и его людям отступить. Французы выкупили у англичан инструменты и закончили строительство форта Дюкен.",a_FrenchandIndianWar_2,IS,,RU,mturk_RU_v01
733,Как в итоге назвали строящийся форт?,q_after_a_FrenchandIndianWar_2_qa_2,IS,форта Дюкен,RU,mturk_RU_v01
734,"Тепло, необходимое для закипания воды и подачи пара, может быть получено из различных источников. Как правило, для этой цели сжигают горючие вещества при наличии достаточного количества воздуха в замкнутом пространстве (известном каккамера сгорания или огневая коробка). В некоторых случаях в качестве источника тепла используется ядерный реактор, геотермальная энергия, солнечная энергия или отходящее тепло от двигателей внутреннего сгорания или промышленных процессов. В модели или игрушечной паровой машине источником тепла может выступать электрический нагревательный элемент.",a_Steamengine_0,IS,,RU,mturk_RU_v01
735,"Какая энергия помимо ядерной, геотермальной энергии и энергии отходящего тепла от двигателей внутреннего сгорания применяется для подачи тепла в паровой машине?",q_after_a_Steamengine_0_qa_2,IS,солнечная,RU,mturk_RU_v01
736,"При написании гимнов Лютер часто вдохновлялся особенными событиями в своей жизни и в развивающейся Реформации. Все началось с того момента, когда он узнал о казни Иоганна Эша и Генриха Воса, первых мучеников, пострадавших от Римской католической церкви за свою приверженность лютеранству, что послужило для Лютера толчком к написанию гимна ""Ein neues Lied wir heben an"" («Новую песнь мы возносим»), которая известна среди английских верующих в переводе Джона К. Мессенджера и называется по своей первой строчке «Развеянные беспечными ветрами...», на мотив песни «Ибстон», сочиненной в 1875 Марией К. Тиддеман.",a_MartinLuther_3,IS,,RU,mturk_RU_v01
737,Как называется этот гимн в переводе с английского языка?,q_after_a_MartinLuther_3_qa_4,IS,«Развеянные беспечными ветрами...»,RU,mturk_RU_v01
738,"Эти хлоропласты, которые можно проследить непосредственно до предка цианобактерии, известны как первичные пластиды (в данном контексте ""пластида"" означает почти то же самое, что и хлоропласт). Все первичные хлоропласты принадлежат к одной из трех линий хлоропластов - линии хлоропластов глаукофитов, родофитов или линии хлоропластов красных водорослей, или хлоропластидана, или линии зеленых хлоропластов. Вторые два являются самыми большими, а зеленая линия хлоропластов - та, которая содержит наземные растения.",a_Chloroplast_1,IS,,RU,mturk_RU_v01
739,Сколько существует линий хлоропластов?,q_after_a_Chloroplast_1_qa_1,IS,трех,RU,mturk_RU_v01
740,"Dünya Doğa ve Doğal Kaynakları Koruma Birliği doğanın korunması ve doğal kaynakların sürdürülebilir kullanımı alanında çalışan uluslararası bir kuruluştur. Veri toplama ve analiz, araştırma, saha projeleri, savunma ve eğitim alanlarında faaliyet göstermektedir. Misyonu dünyadaki toplumları doğayı korumak için etkilemek, teşvik etmek ve yardımcı olmak ve doğal kaynak kullanımının adil ve ekolojik olarak sürdürülebilir olmasını sağlamak tır. Geçtiğimiz on yıllar boyunca, organizasyon koruma ekolojisinin ötesinde odağını genişletti ve şimdi projelerinde sürdürülebilir kalkınma ile ilgili konuları içeriyor. Pek çok uluslararası çevre kuruluşlarının aksine, bu organizasyon halkı doğanın korunmasına destek olarak seferber etmeyi amaçlamamaktadır. Bunun yerine, organizasyon bilgi, tavsiye sağlayarak ve ortaklıklar kurarak hükümetlerin, iş dünyasının ve diğer paydaşların faaliyetlerini etkilemeye çalışır. Organizasyon geniş kitlelerce dünyadaki türlerin korunma durumunu  değerlendiren “Tehdit Edilen Türlerin Kırmızı Listesi”ni  derlediği ve yayınladığı için bilinir. Bugün, organizasyon elliden fazla ülkede yaklaşık bin tam zamanlı personel istihdam etmektedir.",meco_para_11,NR,,TR,mturk_TR_v01
741,Bu kuruluş Tehdit Edilen Türlerin Kırmızı Listesi yayınlar mı?,meco_para_11_qa_3,NR,True,TR,mturk_TR_v01
742,"Gerilme tensörünün hesaplandığı hacim için ilgili kesit alanı nerededir. Bu biçimcilik, enine kesit alanına normal olarak etki eden kuvvetlerle (basınç tensörünün matris köşegenleri) ilgili basınç terimlerini ve enine kesit alanına paralel hareket eden kuvvetlerle (kayma dışı elemanlar) ilişkili terimleri içerir. Gerilme tensörü, çekme gerilmeleri ve kompresyonları da dahil olmak üzere tüm suşlara (deformasyonlara) neden olan kuvvetlerden sorumludur .:133–134:38-1–38-11",a_Force_4,NR,,TR,mturk_TR_v01
743,Bir nesnenin hacmindeki kesit alanını hesaplamak için ne kullanılır?,a_Force_4_qa_1,NR,basınç terimlerini,TR,mturk_TR_v01
744,"Çeşitli ülkelerde kamu sektörü yolsuzluğu yaygınlığını ölçmeye çalışan bir ölçü olan Uluslararası Şeffaflık Örgütü'nün Yolsuzluk Algısı Endeksi'nde (YAE) Kenya düşük sıralardadır. Ülke 2012'de, 27/100 puanla, YAE'de yer alan toplam 176 ülke içinde 139. sırada yer almıştır. Bununla birlikte Kenya hükümeti tarafından yolsuzluğu frenlemek adına birçok kayda değer gelişmeler mevcuttur, örneğin yeni ve bağımsız bir Etik ve Anti-Yolsuzluk Komisyonu kurulması gibi.",a_Kenya_0,NR,,TR,mturk_TR_v01
745,Kenya YAE ölçeğinde nerede yer alır?,a_Kenya_0_qa_0,NR,düşük,TR,mturk_TR_v01
746,"Fonksiyon problemleri kavramının karar problemleri kavramından daha zengin olduğunu düşünmek caziptir. Ancak, durum gerçekte böyle değildir, çünkü fonksiyon problemleri karar problemi olarak yeniden ortaya çıkabilir. Örneğin, iki tamsayının çarpımı, a x b = c ilişkisini koruyacak şekilde üçlü kümesi(a, b, c) olarak ifade edilebilir. Belirli bir üçlünün bu setin bir üyesi olup olmadığına karar vermek, iki sayının çarpılması probleminin çözümüne karşılık gelir.",a_Computationalcomplexitytheory_2,NR,,TR,mturk_TR_v01
747,"İki tamsayı çarpılırsa ve bir değer çıkarsa, bu ifade kümesi ne olarak adlandırılır?",a_Computationalcomplexitytheory_2_qa_1,NR,üçlü kümesi,TR,mturk_TR_v01
748,"Enerji krizi, yenilenebilir enerji, nükleer enerji ve yerel fosil yakıtlara daha fazla ilgi duyulmasına neden oldu. Krizden bu yana Amerikan enerji politikalarına kriz-zihniyeti düşüncesinin egemen olduğuna, pahalı hızlı düzeltmelerin ve piyasa ve teknoloji gerçekliklerini görmezden gelen tek seferlik çözümlerin teşvik edildiğine dair eleştiriler bulunmakta. Girişimcilik ve inovasyon için çok fazla alan bırakırken, temel araştırmaları destekleyen istikrarlı kurallar sunmak yerine, kongreler ve başkanlar tekrar tekrar siyasi olarak uygun, ancak başarı şansları şüpheli olan çözümler vaat eden politikaları desteklediler.",a_1973oilcrisis_3,NR,,TR,mturk_TR_v01
749,"Enerji politikalarının, pahalı hızlı düzeltmeler yaparak hangi gerçekleri görmezden geldiğine dair eleştiriler yapılıyordu?",a_1973oilcrisis_3_qa_1,NR,piyasa ve teknoloji gerçekliklerini,TR,mturk_TR_v01
750,"Varşova'nın ilk borsası 1817'de kuruldu ve II. Dünya Savaşı'na kadar ticaretine devam etti. Savaş sonrası ülkedeki komünist kontrolünün sona ermesinin ve serbest piyasa ekonomisinin yeniden başlatılmasının ardından 1991 Nisan ayında yeniden kuruldu. Bugün Varşova Menkul Kıymetler Borsası (WSE), birçok göstergeye göre 374 şirketin listede bulunduğu ve 31 Ağustos 2009 itibariyle 162.584 milyon Avro tutarında toplam işletme sermayesi bulunan bölgedeki en büyük pazardır. Ne gariptir ki 1991'den 2000'e kadar daha önce Polonya Birleşik İşçi Partisi'nin (PZPR) genel merkezi olarak kullanılan binada bulunuyordu.",a_Warsaw_4,IS,,TR,mturk_TR_v01
751,Varşova borsasının yeniden açılması ne zamandır?,q_after_a_Warsaw_4_qa_2,IS,1991 Nisan,TR,mturk_TR_v01
752,"İskoç Parlamentosu’nun görevlerinin çoğu komitede yapılır. Komitelerin, İskoç Parlamentosundaki rolü, diğer parlamenter sistemlerden daha güçlüdür bu kısmen, muhalif parlamento üyelerinin hükümeti denetleme rolünü daha güçlü kılmak ve kısmen de yeniden görüşme odasının olmaması gerçeğini telafi etmek sebebinden kaynaklanmaktadır. İskoç Parlamentosu’ndaki komitelerin ana rolü şahitlerden kanıt toplamak, soruşturmalarda bulunmak ve yasamayı denetlemektir. Komite toplantıları, Parlamento oturumları sırasında Salı, Çarşamba ve Perşembe sabahları gerçekleşir. Komiteler ayrıca İskoçya’da dört ayrı yerde toplanabilir.",a_ScottishParliament_1,IS,,TR,mturk_TR_v01
753,İskoç Parlamentosu’ndaki komiteler diğer sistemlerle kıyaslandığında ne durumdadır?,q_after_a_ScottishParliament_1_qa_1,IS,güçlüdür,TR,mturk_TR_v01
754,"ARPANET ve SITA HLN 1969 yılında faaliyete geçmiştir. 1973 yılında X.25'in çıkmasından önce yaklaşık yirmi farklı ağ teknolojisi geliştirilmiştir. İki temel farka ağ ucundaki ve ağ merkezindeki sunucular arasındaki işlev ve görevlerin bölümü dahildir. Datagram sisteminde sunucular paketlerin düzgün teslimini sağlama sorumluluğuna sahiptirler. Kullanıcı Datagram Protokolü (UDP), datagram protokolünün bir örneğidir. Sanal çağrı sisteminde ağ, verinin sunucuya düzgün teslimini garanti eder. Bu, datagram modeline kıyasla daha az işlevselliğe sahip daha basit bir sunucu arayüzüne sebep olur. X.25 protokol paketi bu ağ tipini kullanır.",a_Packetswitching_1,IS,,TR,mturk_TR_v01
755,X.25 ne tür ağ tipi kullanır?,q_after_a_Packetswitching_1_qa_3,IS,Kullanıcı Datagram Protokolü,TR,mturk_TR_v01
756,"Grissom, White ve Chaffee uçuşlarını, ilk insanlı uçuşta motivasyonel bir odak noktası olması için Apollo 1 olarak adlandırmaya karar verdiler. Kuzey Amerika ve Kennedy Uzay Merkezi'ndeki irtifa odalarında eğitim aldılar ve uzay araçlarının testlerini yaptılar. Ocak ayı için LC-34'te fırlatma geri sayımını simüle edecek ve uzay aracının rampa gücüncen dahili güce geçeceği bir “plugs-out” testi planlandı. Başarılı olursa, bunu, hem uzay aracı hem de fırlatma aracı yakıtlı iken, 21 Şubat fırlatmasına daha yakın tarihte daha sıkı bir geri sayım simülasyon testi izleyecekti.",a_Apolloprogram_2,IS,,TR,mturk_TR_v01
757,"Apollo 1, Kennedy Uzay Merkezi dışında başka hangi yerde test edildi?",q_after_a_Apolloprogram_2_qa_3,IS,Kuzey Amerika,TR,mturk_TR_v01
758,"Özellikle, bu norm, olağan mutlak değere (sonsuz asal olarak da ifade edilir) tam bir zıtlık içinde bir sayı p ile çarpıldığında küçülür. Mutlak değer bakımından Q’yu tamamlamak (genel hatlarıyla boşlukları doldurmak) gerçek sayılar alanını oluştursa da p-sel |−|p normu bakımından tamamlamak, p-sel sayılar alanını oluşturur. Ostrowski teoremine göre, bunlar temelde Q’yu tamamlamanın olası tüm yöntemleridir. Q veya daha genel küresel alanlarla ile ilgili bazı aritmetik sorular tamamlanan (veya yerel) alanlara ileri ve geri olacak şekilde aktarılabilir. Bu yerel-küresel prensip asalların sayılar teorisindeki öneminin tekrar altını çizmektedir.",a_Primenumber_4,IS,,TR,mturk_TR_v01
759,"Hangi prensip, asalların sayılar teorisindeki önemini vurgular?",q_after_a_Primenumber_4_qa_3,IS,yerel-küresel prensip,TR,mturk_TR_v01
760,"Şarap tadımı, şarabın duyumsal olarak incelenmesi ve değerlendirilmesidir. Şarap tadım pratiği şarap üretimi kadar antikken, daha biçimsel bir metodoloji orta çağların sonlarından günümüze yavaşça oluşmaktadır. Modern, profesyonel şarap tadımcıları şarabın algılanan lezzet çeşitlerini, aromasını ve genel karakteristiğini tarif etmek için kullanılan sürekli olarak gelişen özelleşmiş terminolojiyi kullanırlar. Son yıllarda hem uzmanlarda hem de tüketicilerde şarap tadımı güvenilirliğini zorlayan sonuçlar ortaya çıktı. Örneğin, araştırmalar insanların daha pahalı şarabın daha ucuz şaraba göre daha fazla arzulanan karakteristiğe sahip olmasını beklediklerini göstermiştir: Tadımcılar verilen şarabın gerçek olmayan bir şekilde pahalı olduğu söylendiğinde, neredeyse her zaman aynı şarap onlara ucuz olduğu söylendiğinden daha lezzetli olduğunu belirttiler. Başka çalışmalar gösteriyor ki tadımcıların kararları coğrafi köken, itibar veya diğer etkenlerin bilinmesiyle etki altında kalabiliyor. Objektif şarap tadımı bu yüzen şarabın kör tadımını gerektirir- bu tadımcının şarabın etiketini veya şişenin şeklini görmemesidir. Kör tadım ayrıca şarabın siyah şarap bardağında şarabın rengini maskeleyecek şekilde servis edilmesini de içerir.",meco_para_7,NR,,TR,mturk_TR_v02
761,"Şarap, rengini maskelemek için siyah bir bardakta mı servis edilir?",meco_para_7_qa_3,NR,True,TR,mturk_TR_v02
762,"Koreli ekonomist Hoesung Lee, yeni IPCC Büro seçimlerini takiben 8 Ekim 2015'den beri IPCC başkanıdır. Bu seçimden önce IPCC, Rajendra K. Pachauri'nin Şubat 2015 tarihinde istifasından sonra kararlaştırılmış vekil Başkan olan IPCC başkan yardımcısı İsmail El Gizouli tarafından yönetiliyordu. Önceki başkanlar, Mayıs 2002'de seçilen Rajendra K. Pachauri; 1997'de seçilen Robert Watson ve 1988'de seçilen Bert Bolin idi. Başkan, başkan yardımcıları, çalışma grubu eş başkanları ve bir sekreterin olduğu seçilmiş bir büro tarafından desteklenir.",a_IntergovernmentalPanelonClimateChange_0,NR,,TR,mturk_TR_v02
763,Pachauri IPCC başkanlığından ne zaman istifa etmiştir?,a_IntergovernmentalPanelonClimateChange_0_qa_4,NR,Şubat 2015,TR,mturk_TR_v02
764,"Yerel rakipleri Polonya Varşova, daha az destekçiye sahip ancak 2000 yılında Ekstraklasa Şampiyonasını kazanmayı başardılar. Ayrıca 1946'da ülke şampiyonluğunu kazandı ve ayrıca kupayı iki kez kazandı. Polonya'nın sahası Konwiktorska Caddesi'nde, Eski Kent'e 10 dakikalık yürüme mesafesinde yer almaktadır. Polonya, feci finansal durumları nedeniyle ülkenin en üst liginden 2013'te çekildi. Şu anda Ulusal - Polonya Futbol Federasyonu (PZPN) yapısındaki en alt profesyonel lig olan 4. ligde (Polonya'da 5. seviye) oynuyorlar.",a_Warsaw_1,NR,,TR,mturk_TR_v02
765,Polonya 2013 yılında ülkenin en üst liginden neden küme düşürülmüştür?,a_Warsaw_1_qa_4,NR,feci finansal durumları,TR,mturk_TR_v02
766,"﻿1620'lerde tekrarlanan dini savaş, yenilgilerinin ardından Fransız Protestanlarının siyasi ve askeri ayrıcalıklarının kaldırılmasına neden oldu. Fransa'daki Protestanlığın yasal olarak tanınmasını tamamen kaldıran ve Fransız Protestanları dönüşmeye zorlayan Fontainebleau Fermanı’nı (1685) yayınlayana kadar, zulmünü giderek arttıran XIV. Louis yönetimine kadar, Nantes Fermanı'nın dini hükümlerini muhafaza ettiler. Neredeyse dörtte üçü sonunda öldürülür veya boyun eğerken, kabaca 500.000 Fransız Protestanı 18. yüzyılın başlarında Fransa'dan kaçtı [kaynak belirtilmeli].",a_Huguenot_0,NR,,TR,mturk_TR_v02
767,Bu bildirimi hangi soydan Fransızlar yayımladı?,a_Huguenot_0_qa_2,NR,XIV. Louis,TR,mturk_TR_v02
768,"1980'lerin, sonlarında Güney Afrika hareketinden ayrılırken, öğrenci aktivistleri Harvard Yard'da sembolik bir ""gecekondu mahallesi"" kurdular ve Güney Afrika Başkonsolos Yardımcısı Duke Kent-Brown tarafından verilen  konuşmayı engellediler. Harvard Yönetim Şirketi defalarca elden çıkarmayı ""işletme  giderleri finansal olarak gerçekçi olmayan kısıtlamalara tabi olmamalıdır,  deneyimsiz veya özel çıkar grupları tarafından karşılanmamalıdır” diyerek reddetti. Bununla birlikte, üniversite nihayetinde baskıya cevaben Güney  Afrika'daki varlıklarını 400 milyon dolardan 230 milyon dolara düşürdü.",a_HarvardUniversity_2,NR,,TR,mturk_TR_v02
769,Güney Afrika hareketinden yoksun bırakma ne zamandı?,a_HarvardUniversity_2_qa_0,NR,1980'lerin,TR,mturk_TR_v02
770,"Almanca yayınlara olan talebin artmakta olduğu bir zamanda yayınlanan Luther'in İncil'i, hızlı biçimde popüler ve etkili bir İncil çevirisi hâline geldi. Öyle ki, Alman dili ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler içeren, Lucas Cranach tarafından yapılan gravürlerle bezeli bu İncil, Luther'in doktrininin Almanya genelinde yayılmasında büyük çaplı bir rol oynadı. Luther İncili, Kral James İncili'nin bir öncüsü olan William Tyndale'in İngilizce İncil'i (1525'ten itibaren) gibi diğer yerel dildeki çevirileri etkiledi.",a_MartinLuther_2,IS,,TR,mturk_TR_v02
